"Fish_Type,Pond_Size,Feed_Cost,Labor_Cost,Temperature,Rainfall,Season,Market_Price_per_kg,Yield_kg,Total_Cost,Revenue,Profit"
"1,4.746271640754195,11898,19350,33.131084376827516,254.01976058583782,2,229,1625,31248,372125,340877"
"1,2.38877292616755,14135,7783,26.626197374565606,54.736350843588646,1,183,809,21918,148047,126129"
"1,3.373366764488385,16629,8644,34.76351748851651,233.97948838799718,2,114,1815,25273,206910,181637"
"1,2.289174790832574,29584,10241,25.93561945360689,102.0998934045829,1,231,2245,39825,518595,478770"
"0,1.7339684105690152,33551,11420,30.72779682170362,83.23201067699566,2,149,837,44971,124713,79742"
"1,4.927899415819227,43380,18869,24.228785643570937,209.62219619978387,0,122,509,62249,62098,-151"
"1,2.3420030284176936,27071,15692,25.457144617114004,129.93579885192372,2,158,548,42763,86584,43821"
"2,4.523446416556105,30074,12557,22.86088981386342,64.27929084261082,2,189,2010,42631,379890,337259"
"1,1.5347957265098877,35188,16837,25.205935527490926,84.40743359959033,1,214,1844,52025,394616,342591"
"2,1.4589711681128748,12307,7645,28.208562806309647,50.23235421749027,1,174,1230,19952,214020,194068"
"0,0.6401033729803012,49901,11589,34.87659321468874,275.80590683617686,1,222,1294,61490,287268,225778"
"1,3.432500714191483,21205,11353,29.963025696076784,56.154495960309646,1,235,2148,32558,504780,472222"
"2,2.1583685467569254,15906,15541,22.98868931612471,102.36394237737777,1,238,632,31447,150416,118969"
"2,4.389612124278367,12591,6932,20.67442162387327,154.06569517197684,1,117,2630,19523,307710,288187"
"0,2.629444580112007,25149,16486,21.89534721971766,139.14283148770477,0,149,2604,41635,387996,346361"
"1,4.856870425616248,49951,6757,28.43832801909571,277.9314692281939,2,241,875,56708,210875,154167"
"1,1.3348648206640452,35150,19338,31.477404932251495,60.072236433635524,2,217,2896,54488,628432,573944"
"2,4.4088042558002485,41852,10085,34.106288109511205,178.0536769192629,2,236,770,51937,181720,129783"
"1,3.994685837562838,11283,10637,20.237347579952313,220.1198656310935,0,238,2006,21920,477428,455508"
"2,3.969148300898234,43691,6116,27.841402123428047,282.9244934202922,2,207,2658,49807,550206,500399"
"1,4.301524526525995,11125,15759,27.063010343347653,205.09281303093024,0,166,575,26884,95450,68566"
"2,3.924607959243495,11529,16691,29.84082532963556,250.93880900294067,0,177,2456,28220,434712,406492"
"1,3.3179914473413694,36170,5492,28.39368281698013,70.9312344613371,0,174,2166,41662,376884,335222"
"0,1.0906019495707442,18438,16498,30.30558725873721,146.48487773423184,2,138,828,34936,114264,79328"
"1,0.6463678077106336,30095,13811,29.871238771237856,143.48678361976687,0,124,2669,43906,330956,287050"
"1,4.643815315170591,26154,16424,21.75517587286919,271.5720541139294,2,120,540,42578,64800,22222"
"0,3.2749264153433213,18004,12888,31.995768704280792,87.84279281581874,2,237,1690,30892,400530,369638"
"1,4.084417809392793,19752,17015,21.84848863574487,87.97154308415756,1,114,2826,36767,322164,285397"
"0,2.666850581806475,36819,11474,30.477959378137058,132.13953747144961,1,147,2556,48293,375732,327439"
"1,1.0278868503307752,46632,15572,26.2421805146091,63.616511841709396,0,185,512,62204,94720,32516"
"2,1.063336064911477,36515,19385,27.707761018648966,95.6145101631225,0,248,1423,55900,352904,297004"
"2,3.5850437925303713,34217,14738,33.54947021563566,291.3024096364338,2,215,2342,48955,503530,454575"
"1,2.436376527047582,33172,9958,33.3482558971023,157.0459849667932,0,149,1732,43130,258068,214938"
"1,1.4023612701515153,42994,18979,32.26784458482544,208.00480210560912,0,240,1714,61973,411360,349387"
"1,2.712175460336466,25036,16755,27.65222570684485,231.52781483615922,2,168,1152,41791,193536,151745"
"2,0.7889402168381034,21739,14797,31.043597152007496,141.74035175180012,0,103,2203,36536,226909,190373"
"1,3.1188713086147946,42220,16944,27.693455832782142,86.80676860262923,0,177,1120,59164,198240,139076"
"2,1.7104703199579396,19587,19607,33.04409123712166,101.6452540554452,2,108,2462,39194,265896,226702"
"0,4.089015952867347,40129,17867,26.0416374984935,128.31661914515257,2,220,2145,57996,471900,413904"
"2,1.896628815156082,10645,15082,34.553530166223155,209.0171050880564,1,214,2743,25727,587002,561275"
"2,2.548490670868105,40930,14467,33.98484137343316,149.5701372722636,2,200,916,55397,183200,127803"
"0,0.5522924295864529,26299,19895,31.124039291776782,51.70367447503203,1,248,1163,46194,288424,242230"
"2,0.826010995075515,40090,7743,24.19123826264108,180.85179626686798,0,245,2278,47833,558110,510277"
"1,2.266221003830082,31953,19143,21.974803831898875,280.37834797685446,2,196,1879,51096,368284,317188"
"1,2.659724756227056,36475,12866,32.820551751397964,253.01940275216975,2,180,647,49341,116460,67119"
"2,3.2000924665368666,28888,15685,22.47953429206942,256.30284281490776,2,142,2545,44573,361390,316817"
"1,1.8124816041918645,26087,12160,32.81391183496004,248.76450440153278,0,194,1888,38247,366272,328025"
"2,3.6274184875694413,19346,10451,27.361475100685407,130.9327064026059,1,105,2911,29797,305655,275858"
"1,4.370550787351421,10587,10258,26.098351757121563,241.298458438598,0,166,2225,20845,369350,348505"
"1,4.009329450020074,22763,13548,33.54786168251644,85.79033945279825,0,239,901,36311,215339,179028"
"2,0.6782847140676072,14079,18912,29.05776473810417,214.42903681898838,2,199,2015,32991,400985,367994"
"1,2.66228126266023,46116,19609,28.649210106945766,210.3921416712486,1,111,2531,65725,280941,215216"
"2,0.9721858028817869,30215,12186,28.381489169365963,56.392449772433665,0,165,728,42401,120120,77719"
"1,1.5892025713813736,35817,11102,25.56754274029297,246.9925333977329,2,101,2098,46919,211898,164979"
"1,4.939981669702159,34765,19646,31.78464655293691,275.81202627378264,0,242,767,54411,185614,131203"
"0,1.1412299430568096,40112,14061,23.791976660236596,116.85381961802692,0,180,1928,54173,347040,292867"
"0,2.744996690531102,35556,14077,34.08342440061912,253.09768104653773,2,234,2316,49633,541944,492311"
"2,3.281700804431536,28099,15193,33.40977807570441,70.60149296548705,2,241,1534,43292,369694,326402"
"0,3.6610923674484677,16450,19489,25.06220488512347,199.9919645652665,1,169,1843,35939,311467,275528"
"2,3.0184190756911136,23230,18701,30.941956547474955,171.4117163335693,0,214,625,41931,133750,91819"
"0,0.5439688133863265,39009,14475,28.598347916743872,186.48088332725,2,187,2853,53484,533511,480027"
"1,1.9690758870979634,15433,5619,25.06473952998852,281.5513004710863,2,105,2225,21052,233625,212573"
"2,2.8297023952312013,43866,5882,34.8278247199317,267.82881181171336,1,126,1612,49748,203112,153364"
"2,0.8953992461517501,49864,13988,20.378560187723963,246.27091430993926,1,181,1875,63852,339375,275523"
"1,2.0778211904413135,28710,8642,23.7896904593193,118.42461441959274,2,187,1188,37352,222156,184804"
"2,0.6494139895611495,21439,19460,27.801110916667255,277.9546571715229,1,219,1780,40899,389820,348921"
"2,0.8536032371975933,26021,16617,27.82929505217846,74.37692311596881,2,123,1732,42638,213036,170398"
"0,2.2861547429071822,16416,6296,28.833996124183464,263.33230413969693,0,201,780,22712,156780,134068"
"2,1.0972208931937715,16980,17906,31.27514258034379,132.04001808840195,1,133,942,34886,125286,90400"
"1,3.0539338171770116,28058,19122,29.352167457789445,63.44307791549584,0,146,2363,47180,344998,297818"
"0,3.6025923611176958,21101,13436,29.004221907920552,217.33924606018707,0,123,1336,34537,164328,129791"
"0,4.102640145990873,42602,7895,20.80271694369565,107.81998207898886,0,164,888,50497,145632,95135"
"1,1.4006760991016454,19122,11593,25.647954316839474,110.89278146615797,2,117,1116,30715,130572,99857"
"1,1.253671620165814,22576,5929,23.48083609551734,126.51179155719286,0,143,646,28505,92378,63873"
"0,0.9705552815048011,37516,10366,23.98055167402963,65.92119187562918,0,175,1020,47882,178500,130618"
"2,3.363936122946365,32433,13711,28.31506211510517,94.28178604956351,0,156,1129,46144,176124,129980"
"0,3.679140769191055,11089,8212,22.992579723944125,51.284906896390076,2,206,2981,19301,614086,594785"
"1,0.6421376517153892,47346,7409,24.40923651525346,161.3523802764467,0,223,2691,54755,600093,545338"
"0,4.712955108096605,19127,13199,23.5562706277601,71.06384435449283,0,238,788,32326,187544,155218"
"1,0.7338707764316259,20487,15717,34.22754414827292,220.66315126104976,1,215,1909,36204,410435,374231"
"0,2.935833508854817,10155,8423,34.16998598256643,108.90571279791209,2,192,513,18578,98496,79918"
"2,3.6907723375291237,11958,15211,29.149123378940775,285.8935360087943,0,141,756,27169,106596,79427"
"0,4.419361056857385,20693,17782,33.8678370309785,267.81290684966314,1,127,2221,38475,282067,243592"
"0,3.7133911945959253,49112,18917,31.7871896820256,122.36022374205206,2,222,1923,68029,426906,358877"
"1,4.107776373814064,48547,11976,28.84921824202713,245.80386366416968,2,123,1730,60523,212790,152267"
"1,2.0275258664426272,38795,12594,20.096528172451936,250.81122616620155,2,235,1357,51389,318895,267506"
"1,4.166713011859305,31447,10158,31.58774429119106,296.6407785286026,2,205,1695,41605,347475,305870"
"0,0.8605168087310382,46598,19928,30.53732512382703,199.45999671142124,2,217,963,66526,208971,142445"
"2,4.526674952272375,35215,17474,29.228804799236208,70.49143366091555,2,152,769,52689,116888,64199"
"1,2.964165692691813,19794,8667,31.406364675237075,211.70930723159523,0,231,1744,28461,402864,374403"
"1,4.177839964831222,43209,16863,27.693832471621484,206.2449370940088,0,199,1706,60072,339494,279422"
"0,2.535432280332351,32424,15993,30.561249069820086,209.58764435510795,0,104,571,48417,59384,10967"
"1,3.3960996283843623,47396,10973,34.027581300897396,126.78641202605289,0,148,1806,58369,267288,208919"
"2,2.8688119742125093,16370,11236,25.637075237691295,264.9198962700832,1,197,2621,27606,516337,488731"
"2,3.7921528478989934,19528,13277,30.62182752350938,289.86804573885297,0,129,2902,32805,374358,341553"
"1,0.8673349191376531,38276,16307,27.13531727016438,104.42812824453787,2,171,2250,54583,384750,330167"
"1,0.7715843779575371,18179,17424,30.11599477720972,72.03803953416111,0,202,996,35603,201192,165589"
"0,1.611964553045659,26843,7468,31.443400033315463,98.63375829212103,0,162,1487,34311,240894,206583"
"2,1.2179510605093475,33952,11217,20.68178750653694,255.1380348139297,2,125,1409,45169,176125,130956"
"2,4.423026049664907,43160,8619,29.69900665922993,219.16115870496188,0,136,872,51779,118592,66813"
"1,1.4864629431111993,39516,6636,23.401117766104168,209.01183558478166,0,106,861,46152,91266,45114"
"0,4.891393651186091,20449,13155,30.050488067113502,150.44828377735612,0,226,2640,33604,596640,563036"
"2,2.0160310629699807,31125,8583,27.0249527890072,194.45699287785894,1,191,1844,39708,352204,312496"
"2,1.3195306205991468,17418,9009,31.603291127973307,126.96853131859186,0,202,823,26427,166246,139819"
"0,4.053643282141156,32746,8326,21.851012228083945,169.3000198544903,2,152,2931,41072,445512,404440"
"0,3.4641849897539423,12454,15410,29.394835274842926,248.26575709266396,2,231,1074,27864,248094,220230"
"2,2.7418807240391256,27761,13148,24.177060933913285,295.31039936386554,0,207,1235,40909,255645,214736"
"2,2.9991359792193406,25223,19039,32.794729929958876,283.12223089745044,0,211,2893,44262,610423,566161"
"0,3.736408002225187,16701,7217,33.92575258454461,283.4664857115622,0,106,1715,23918,181790,157872"
"2,1.5280463359908443,12597,19075,34.94597440518583,150.5559337117781,2,166,2195,31672,364370,332698"
"1,4.9835026222553385,10141,9967,31.94011103640925,167.19747012669774,2,207,2407,20108,498249,478141"
"1,4.886569229660524,12659,7369,31.30601105642007,226.4088490922454,1,210,1218,20028,255780,235752"
"0,3.426465588561216,30980,8638,23.232511383013264,280.5479820128211,1,247,1280,39618,316160,276542"
"0,1.3979410291811531,19031,15695,25.04010588485163,85.49856483802117,1,182,1519,34726,276458,241732"
"0,3.561027090940811,25037,14135,26.985238126434194,126.06046595679894,2,223,1903,39172,424369,385197"
"1,0.8248928404062913,48429,10722,31.600715716733745,84.81171114852738,1,238,1926,59151,458388,399237"
"2,0.6379362599261273,16142,16029,33.72448797616953,203.00213248986384,0,203,1163,32171,236089,203918"
"1,1.6595729983004617,22109,15852,22.837086500344768,126.57524922188438,0,166,2272,37961,377152,339191"
"2,2.5818033053269236,32010,16128,33.835512270051545,131.52696312814336,2,106,510,48138,54060,5922"
"1,4.407226274337712,18787,9444,30.43436978531087,67.72898987199481,1,209,2734,28231,571406,543175"
"2,3.772260813948386,18472,12618,29.16156096027558,137.449015451898,0,133,1538,31090,204554,173464"
"1,3.8421793453999147,33383,8947,22.997619069229092,265.62412685039635,2,205,2958,42330,606390,564060"
"0,2.4147200050163393,14249,6676,20.83287549213726,108.26820297270874,1,246,1084,20925,266664,245739"
"1,2.056707466461333,44518,6196,28.526973477619098,223.7968665525164,0,157,1575,50714,247275,196561"
"2,2.1696744334307123,28351,17297,29.772735249933387,207.40708623464818,1,108,1874,45648,202392,156744"
"1,4.94442303681226,14088,7787,23.161721740320324,265.87115209227886,2,147,1951,21875,286797,264922"
"1,0.6804913613561712,25282,12432,28.346843087381846,83.07198691275957,1,214,2354,37714,503756,466042"
"1,4.401641732551019,29330,14653,32.8474010414386,294.3974900862608,2,140,2289,43983,320460,276477"
"0,3.1040393385757703,31778,12927,32.5259891818253,195.65716151009138,1,147,1242,44705,182574,137869"
"1,2.4737693863531574,34264,8318,33.910327708794455,298.86853808670355,0,124,2276,42582,282224,239642"
"0,3.7636594718681144,15075,13858,25.488287143353205,277.8786814664627,2,215,703,28933,151145,122212"
"0,2.6900102364111627,20412,11689,24.77074358826378,105.37931802827644,2,177,1576,32101,278952,246851"
"1,4.430404571367473,38365,18810,31.24139008971213,64.04050247582828,2,207,1473,57175,304911,247736"
"1,4.553158388050663,17230,7176,26.466686076455076,113.90977344884038,1,124,1898,24406,235352,210946"
"1,2.397744170930549,21002,8743,21.31322996041671,181.89091224985498,1,246,2365,29745,581790,552045"
"2,1.7457250875577321,23947,13792,24.242016960057498,92.89909176629749,0,138,1799,37739,248262,210523"
"1,3.16557647867013,23686,15844,26.278734282972337,91.86493612949712,2,218,1554,39530,338772,299242"
"0,4.605635055275109,39304,9422,24.38774638214378,165.64838677628828,2,178,1658,48726,295124,246398"
"1,1.4479798505254995,23074,8824,24.983083564209824,58.316992792339605,1,179,604,31898,108116,76218"
"2,3.3033496260356725,14493,17098,24.406638592615863,80.47202063306761,1,126,752,31591,94752,63161"
"1,3.3420209904163425,44228,14171,20.622487507746193,153.96533485198688,0,203,794,58399,161182,102783"
"2,3.7990086008687642,24140,7451,29.556420512366635,65.78247730199162,0,173,1681,31591,290813,259222"
"2,1.0920545830726691,41655,5628,28.95938630530204,149.1887641138823,1,167,1048,47283,175016,127733"
"1,3.7212123410693985,16816,14821,29.80075247718021,168.5015664871113,2,246,2277,31637,560142,528505"
"0,4.5906463429953845,21639,12778,22.884648440504414,162.8166535182786,0,127,798,34417,101346,66929"
"2,1.3085739899160889,39492,8696,24.43481812418728,267.29371435077184,1,222,2248,48188,499056,450868"
"1,1.5689449621574494,21240,16622,29.294238904173834,182.5156137629331,1,237,2343,37862,555291,517429"
"1,4.871277923187378,42698,8674,28.99441352689882,166.99511561951084,2,182,600,51372,109200,57828"
"0,1.314396287192704,36957,8929,27.59495464031402,152.67731134791654,1,129,2879,45886,371391,325505"
"2,4.344732920163106,42808,7765,25.25619875015296,254.40584457612155,1,121,2274,50573,275154,224581"
"2,2.7152503540161566,15827,9369,33.69396507162035,273.76415099995825,0,102,2940,25196,299880,274684"
"1,1.6125398348142967,42762,17972,25.096553634482657,263.3106172992794,1,200,1373,60734,274600,213866"
"1,4.4183745557263014,18259,13307,26.834287346558774,218.38664453284773,1,204,2928,31566,597312,565746"
"0,2.5038736475119947,24849,9956,30.17170746431313,84.34043649216855,0,101,591,34805,59691,24886"
"0,2.8166780926836057,26232,15195,28.145321463001462,119.21749237300307,2,153,946,41427,144738,103311"
"2,2.1165501622989455,34173,5692,25.203289645465784,61.51576592049436,2,105,608,39865,63840,23975"
"2,3.1682788314571733,15374,8162,26.53467185684765,282.70601874752856,0,206,816,23536,168096,144560"
"1,1.2358574266326023,31174,6105,31.91721226780259,215.19963242272757,0,222,2335,37279,518370,481091"
"2,2.259866914932923,33567,19659,24.171937332299187,236.59072107831037,2,101,2443,53226,246743,193517"
"0,4.862355450508794,45292,8008,22.133828596652233,127.89293489555723,2,210,1958,53300,411180,357880"
"0,1.6616004471550738,19277,7161,24.697448027446654,261.4133805693356,2,101,941,26438,95041,68603"
"1,3.4553149904358147,41600,19080,32.74301323231852,114.90082092711963,2,192,2765,60680,530880,470200"
"0,1.963355289011127,19885,13345,21.3348457228452,50.41093927811242,2,200,1745,33230,349000,315770"
"0,3.980629065589703,10778,19188,34.87544110058678,144.1037406301735,0,196,2051,29966,401996,372030"
"0,1.088931473232574,39165,18715,28.11504348391494,192.69037023976836,1,210,777,57880,163170,105290"
"0,4.864194702853451,11492,8699,34.77268615950641,169.67621449138062,2,105,1068,20191,112140,91949"
"1,2.5420529362263764,40462,18577,34.084946331289665,265.51903564414926,2,226,1509,59039,341034,281995"
"1,1.5622270850590878,23615,17602,26.792205713163753,76.35132148904174,1,203,1338,41217,271614,230397"
"2,0.8307353629850569,17851,8786,22.977366119080237,188.4558601584314,1,246,2107,26637,518322,491685"
"0,1.2639105728939333,26288,14256,22.473271648477077,178.24483745522684,1,100,529,40544,52900,12356"
"2,2.8389827685020794,17156,9200,23.599840458049364,120.34824554304076,1,132,2906,26356,383592,357236"
"1,2.016514293940788,12044,19212,30.651989608468057,255.55702814425263,1,139,2442,31256,339438,308182"
"1,4.229975146471743,17368,6913,24.094249920972317,238.21216397055156,1,131,2633,24281,344923,320642"
"1,2.4389938564781266,29900,14408,25.121379044064476,233.21479683295775,0,116,1757,44308,203812,159504"
"1,1.6192142266443346,40600,10520,26.731682059919223,269.048119567389,1,225,2860,51120,643500,592380"
"1,3.2771524397181353,35634,15593,33.69849020632184,230.69615015538028,1,107,864,51227,92448,41221"
"1,3.680497475984506,19168,6772,22.84090126827269,107.96032292868162,0,156,2300,25940,358800,332860"
"1,1.2516885855542743,30961,15152,20.075398289147046,226.39067791242277,1,141,2322,46113,327402,281289"
"0,1.2542864732974295,33852,7780,20.901446155672552,126.92570334746097,2,197,2362,41632,465314,423682"
"2,0.6650214212009433,43110,18891,33.57149512520177,110.54366258686764,2,236,1404,62001,331344,269343"
"1,3.813809067795382,42174,17996,29.712746972650447,68.25089822490683,1,219,1197,60170,262143,201973"
"0,3.4871203742981227,44215,12423,24.0956092899171,236.00714508691917,0,186,2678,56638,498108,441470"
"0,2.6358389408741623,36955,17938,22.657887515167868,227.7502404874528,2,153,2355,54893,360315,305422"
"2,4.298767020361387,16581,7871,24.414001049556717,108.62486941852343,0,183,850,24452,155550,131098"
"1,4.1255156882752395,16317,18234,21.7219539087692,237.34475418103898,2,124,679,34551,84196,49645"
"2,3.134094639785385,36649,5660,34.122993654266615,279.4602207733883,1,166,2003,42309,332498,290189"
"1,4.407220762309664,33132,11242,31.763092615479003,77.00723937289482,0,145,1686,44374,244470,200096"
"0,1.4262854451654572,26789,15827,26.93586765368811,108.15915959669374,0,121,2306,42616,279026,236410"
"0,1.0036382872897756,24567,15521,32.97443907672803,237.56519852182888,0,238,1273,40088,302974,262886"
"0,1.7138732518264532,24868,17146,23.741873064398483,118.62666837676956,2,107,1009,42014,107963,65949"
"0,0.7568908524019169,34370,15642,30.756808527082903,206.1659935709292,2,138,864,50012,119232,69220"
"2,2.890262876004644,40483,6132,32.841987485206154,70.29105611592863,2,148,852,46615,126096,79481"
"1,4.7147256153273265,22466,5699,25.35153067434909,163.05061977588468,1,145,1606,28165,232870,204705"
"1,0.6770459330082934,38803,19534,31.361966681760766,234.77285549823827,2,137,1748,58337,239476,181139"
"2,1.0494946130451206,28230,12470,24.42608523896464,221.62848576081313,1,235,911,40700,214085,173385"
"1,2.534895627275459,27862,15230,24.482857028885462,253.7680251689517,0,153,1234,43092,188802,145710"
"0,4.702437578875572,41259,19662,21.60585767831279,269.3630316507922,0,191,617,60921,117847,56926"
"1,1.9227024723953772,43539,11297,26.600870697640982,243.29587531468957,1,139,981,54836,136359,81523"
"0,2.782556639097766,31909,17839,30.94567859746133,217.8969357347315,2,133,691,49748,91903,42155"
"2,0.6870778657267644,40795,12812,34.10331208356928,57.93062295400779,1,195,606,53607,118170,64563"
"1,1.1675444043293999,18770,17692,29.05695487893644,183.74166835236102,0,178,881,36462,156818,120356"
"2,4.939835553314811,21093,9557,32.947033066036084,59.424431228713196,0,226,1282,30650,289732,259082"
"1,4.843034133962205,10193,7179,32.33741973935341,252.01695427900566,1,116,2937,17372,340692,323320"
"0,0.5222299142048432,44775,16030,22.600145794629213,130.1811311149894,2,209,743,60805,155287,94482"
"2,4.783153034404576,27569,14065,27.287261433689473,190.60734352948023,2,151,967,41634,146017,104383"
"1,3.376039720169752,21190,13275,21.753853032880873,119.86132682972566,1,217,1365,34465,296205,261740"
"0,4.4056323253400995,42327,6422,30.232297423424527,245.6250360950734,1,108,2061,48749,222588,173839"
"2,2.546329350352366,30389,15867,34.24849502369114,271.6256316604756,2,132,1733,46256,228756,182500"
"2,2.820182128606626,12261,8180,22.056341871181345,149.660623553266,0,212,1103,20441,233836,213395"
"1,2.699809611156141,38369,9316,31.008246962038122,265.73059837774724,1,248,2160,47685,535680,487995"
"1,3.5008891589574693,36512,17167,29.483572263017912,116.7687518640831,2,184,1596,53679,293664,239985"
"1,1.128430646403408,16716,11696,28.754075555121496,183.66523076888095,2,109,2515,28412,274135,245723"
"0,0.6348811544270507,31259,14583,25.851803520325088,264.69035745967597,0,105,2158,45842,226590,180748"
"1,1.8856847371603591,38933,16410,25.326974716307188,131.4703356539476,0,214,2233,55343,477862,422519"
"2,3.6710634323149103,14378,17399,20.678737835283318,288.5105662695214,0,220,2113,31777,464860,433083"
"2,1.4083405345532676,29835,5614,23.2686306237802,80.4698754453459,0,240,1359,35449,326160,290711"
"1,3.530445949962128,39033,18869,20.227653234302405,54.568767430876555,0,164,2379,57902,390156,332254"
"1,4.864604207482717,34000,16163,28.72125658373031,276.03383814454764,1,119,1776,50163,211344,161181"
"2,0.9225532210523828,20332,16757,21.587798538168634,67.16216653696806,2,156,512,37089,79872,42783"
"0,3.526709532013068,12800,16768,33.09529091044574,297.97229898687294,1,145,2846,29568,412670,383102"
"1,2.4968759868705703,39538,9570,27.847145310457478,287.84921549477656,1,235,1599,49108,375765,326657"
"1,4.406640144698774,40119,19201,30.495348635880624,84.25522750908016,1,109,1574,59320,171566,112246"
"2,1.2971740525132365,18333,5270,26.162856377607447,184.39615642314146,1,212,1286,23603,272632,249029"
"1,3.61681678501774,15410,17258,28.40869713501573,96.23007436678608,1,238,648,32668,154224,121556"
"0,4.271518803416496,27839,7468,34.13988765449946,157.03879325752996,0,111,2254,35307,250194,214887"
"2,4.750763987633104,40519,19208,21.24101059435506,65.35628231495816,0,237,2669,59727,632553,572826"
"1,3.5746161273034063,15808,14582,23.809066578855443,105.98114694914739,2,110,1803,30390,198330,167940"
"2,2.737286438037923,16796,16546,31.699824903658165,140.8181990997249,1,217,1679,33342,364343,331001"
"1,3.2803125809054623,31180,17327,21.481058103239988,159.66187506151368,2,138,2923,48507,403374,354867"
"1,4.410072430154232,27709,19270,21.134916558561663,294.37406455222333,0,152,581,46979,88312,41333"
"1,3.0677438598747337,27543,19524,25.42312098131058,251.9664114209953,0,155,991,47067,153605,106538"
"0,0.6367417686357659,47418,18281,21.382519377086485,234.35248607798655,0,203,2903,65699,589309,523610"
"0,4.6892691297814,39075,19300,28.776176633093044,184.26032868549356,1,228,2525,58375,575700,517325"
"2,3.602870379642025,47755,8607,23.394128762248997,259.9994401510859,1,155,1424,56362,220720,164358"
"1,3.5443102359976093,47465,15775,33.435469447990585,134.83070891392777,0,217,1796,63240,389732,326492"
"1,1.4705381857897273,40502,17265,31.75250121267885,227.22477819332903,2,231,2103,57767,485793,428026"
"0,3.4649846160469573,26724,8075,30.495578091492142,298.445993844543,2,129,2096,34799,270384,235585"
"1,2.272389825443713,13828,17098,29.25416041076753,128.6572272337997,0,111,622,30926,69042,38116"
"0,3.4305483966867145,27087,5289,32.95198595512195,218.50438372099183,2,134,1207,32376,161738,129362"
"1,0.9796686363859582,22605,13120,23.345930923141353,261.07871603809565,0,176,2877,35725,506352,470627"
"2,3.460303870713662,41337,15672,33.096632641463415,278.9518958376681,2,201,1490,57009,299490,242481"
"1,4.997361765968,15482,11614,31.842384476360785,229.48317273502545,0,186,2870,27096,533820,506724"
"1,0.7169541748725021,37005,8252,31.222412395815283,120.90198085428406,2,151,2540,45257,383540,338283"
"0,4.897283828995928,32760,12415,28.41883517112386,131.57053789223662,1,179,2980,45175,533420,488245"
"1,2.3310858232529177,15463,11771,23.693662414559,55.18950803099105,0,234,1209,27234,282906,255672"
"1,4.418390526517666,14912,5278,26.353218739878443,240.2214944178774,0,121,1293,20190,156453,136263"
"0,4.02073467826223,14648,16116,31.903559818082023,60.684901515487844,2,174,1211,30764,210714,179950"
"2,3.051573174440005,43623,5580,20.476677265359868,266.1630886506864,0,157,2217,49203,348069,298866"
"2,3.8230214416309694,45634,9958,31.730761538956372,79.66515361863469,0,192,756,55592,145152,89560"
"0,4.4533200258560655,13112,13445,23.601061107313498,92.96912803398106,0,202,1712,26557,345824,319267"
"0,2.3186314474296483,32054,9276,22.164638010824046,169.1316177080593,1,239,1370,41330,327430,286100"
"0,1.971649227034574,14492,12997,21.73551977270453,234.4701037921856,1,106,2231,27489,236486,208997"
"0,3.5041702350361312,32207,9776,20.408750179262228,84.75055129976943,2,227,1308,41983,296916,254933"
"0,4.135306738735664,25114,5824,27.853797278321792,160.0177687666246,1,154,770,30938,118580,87642"
"2,3.930283106494771,44285,8832,23.273898090405943,170.7128186025262,2,205,2043,53117,418815,365698"
"2,4.090161419863855,26018,13891,34.841476486694475,103.07141041714783,1,161,1049,39909,168889,128980"
"0,2.4601249166581987,31386,19901,28.616551338083084,78.88959417015793,2,189,1637,51287,309393,258106"
"1,4.180253972787597,27740,10445,22.06827904034016,259.1052307464099,1,197,1067,38185,210199,172014"
"0,1.040940749167738,18210,6380,30.33143811217048,175.61641244069136,1,176,858,24590,151008,126418"
"1,2.950200940823823,22743,17088,33.46615349764588,53.59530899603824,2,218,2173,39831,473714,433883"
"0,0.5259139722415471,16588,14865,31.177692430544216,250.74532532727596,0,135,2137,31453,288495,257042"
"0,1.9606362345512163,13311,15919,21.146597915591716,295.1984513536462,0,188,1857,29230,349116,319886"
"2,2.1490769069212905,32432,11534,33.43826271788989,201.48154885356183,1,244,2212,43966,539728,495762"
"1,2.282777112241649,43755,18926,31.90894078789947,175.9270967710177,2,229,1862,62681,426398,363717"
"1,3.62960243010438,13321,19245,22.374558501584215,269.6039657612404,0,240,1297,32566,311280,278714"
"2,2.2485114557165558,25812,8156,20.776788330992254,288.1291974211497,2,192,1784,33968,342528,308560"
"2,2.519121301801388,47383,16580,28.359658629714627,238.63422897561514,0,213,1386,63963,295218,231255"
"2,1.5689485889344736,23146,9307,22.340537170099655,161.36323243357197,2,127,2258,32453,286766,254313"
"2,2.17963306233203,23654,10634,32.51886428892908,198.05534983286012,1,242,1722,34288,416724,382436"
"1,1.5227133226841816,45820,13575,25.375019850075105,225.23384125449982,2,132,2758,59395,364056,304661"
"1,0.8293816569579964,10726,10810,33.69338667104863,98.56839275045036,0,119,786,21536,93534,71998"
"0,3.2155186702162006,13760,13533,28.48532258211509,161.80025805410952,1,239,2215,27293,529385,502092"
"0,3.506957593497573,32190,10934,22.740085763595022,257.45531617932124,2,200,2285,43124,457000,413876"
"2,3.2877065570432653,11875,15179,22.093983010397,213.68133712461074,0,122,1242,27054,151524,124470"
"2,2.585723197102576,33377,17251,28.647086563366308,152.80101680296355,1,211,2005,50628,423055,372427"
"2,2.209036010806534,14033,18131,31.428254177936658,215.84063350367035,2,113,2540,32164,287020,254856"
